-1.6930495284311804e8 0.0005
-4.009288940406248e7 0.0017
-3.9398900551718056e7 0.0027
-3.9042402527182855e7 0.0038
-3.884734198103115e7 0.0049
-3.873159002455679e7 0.006
-3.865207218532083e7 0.0072
-3.8589285938207075e7 0.0083
-3.8536740961673215e7 0.0094
-3.8492274297290616e7 0.0105
-3.845408934606134e7 0.0116
-3.842051204740794e7 0.0128
-3.839027930897746e7 0.0139
-3.836252410531241e7 0.015
-3.833666063081827e7 0.0161
-3.831228752037224e7 0.0173
-3.828912304062503e7 0.0184
-3.826696365068723e7 0.0196
-3.824565754553512e7 0.0207
-3.8225087645372696e7 0.0218
-3.8205160465896755e7 0.023
-3.818579869434421e7 0.0241
-3.816693618360885e7 0.0253
-3.8148514605837554e7 0.0264
-3.813048129450449e7 0.0275
-3.81127879484702e7 0.0287
-3.809538994665076e7 0.0298
-3.807824607176885e7 0.031
-3.8061318485301964e7 0.0321
-3.80445728370523e7 0.0332
-3.802797842954444e7 0.0343
-3.801150838704955e7 0.0355
-3.799513980042248e7 0.0366
-3.797885383279371e7 0.0378
-3.796263577913536e7 0.0389
-3.794647507671012e7 0.04
-3.7930365265096284e7 0.0412
-3.7914303895112e7 0.0424
-3.789829238634651e7 0.0435
-3.7882335833553955e7 0.0465
-3.786644276300252e7 0.0476
-3.7850624840929836e7 0.0487
-3.7834896537378e7 0.0498
-3.781927069619095e7 0.051
-3.780377003242679e7 0.0522
-3.7788415057787545e7 0.0534
-3.777322739781854e7 0.0546
-3.775822930683827e7 0.0558
-3.7743443173384875e7 0.057
-3.772889101925764e7 0.0581
-3.771459399825974e7 0.0592
-3.770057190070796e7 0.0603
-3.768684267006801e7 0.0614
-3.7673421947721004e7 0.0625
-3.7660322636287086e7 0.0636
-3.764755448845508e7 0.0647
-3.763512379762302e7 0.0658
-3.762303318356083e7 0.0669
-3.761128155124833e7 0.068
-3.759986431678837e7 0.0692
-3.758877401617766e7 0.0703
-3.757800139902748e7 0.0714
-3.756753701694613e7 0.0725
-3.755737311124567e7 0.0736
-3.754750532078612e7 0.0747
-3.753793353079438e7 0.0758
-3.752866131646159e7 0.0769
-3.751969400708006e7 0.078
-3.751103400150577e7 0.0792
-3.750268511949928e7 0.0803
-3.749464512175876e7 0.0814
-3.748690807704343e7 0.0826
-3.747946682321411e7 0.0837
-3.747230892404243e7 0.0849
-3.746542288241633e7 0.086
-3.745879676681032e7 0.0871
-3.745241844440836e7 0.0883
-3.744627589257965e7 0.0894
-3.744035733293673e7 0.0905
-3.7434651325720765e7 0.0916
-3.742914684144986e7 0.0928
-3.7423833317072384e7 0.0938
-3.741870069936642e7 0.095
-3.741373947658276e7 0.0961
-3.740894069883517e7 0.0972
-3.7404295987745255e7 0.0984
-3.73997975360177e7 0.0995
-3.739543809782304e7 0.1006
-3.73912109710501e7 0.1018
-3.738710997264483e7 0.1029
-3.73831294083644e7 0.104
-3.73792640430066e7 0.1051
-3.737550906180513e7 0.1062
-3.737186001819952e7 0.1074
-3.736831280573944e7 0.1085
-3.7364863620150805e7 0.1096
-3.736150892328074e7 0.1108
-3.735824540960856e7 0.112
-3.735506997580352e7 0.1131
-3.735197969360357e7 0.1142
-3.734897178610378e7 0.1153
-3.734604360739166e7 0.1164
-3.734319262534885e7 0.1176
-3.734041640735723e7 0.1187
-3.733771260860022e7 0.1198
-3.733507896262767e7 0.1209
-3.7332513273854636e7 0.122
-3.733001341167996e7 0.1231
-3.732757730593777e7 0.1243
-3.732520294342587e7 0.1254
-3.732288836529012e7 0.1265
-3.732063166507634e7 0.1277
-3.7318430987292595e7 0.1288
-3.7316284526353106e7 0.13
-3.731419052579902e7 0.1312
-3.731214727771192e7 0.1324
-3.731015312225479e7 0.1335
-3.730820644728765e7 0.1347
-3.7306305688019e7 0.1358
-3.7304449326662146e7 0.137
-3.730263589207447e7 0.1382
-3.730086395936303e7 0.1393
-3.7299132149445295e7 0.1405
-3.729743912855775e7 0.1416
-3.729578360770757e7 0.1428
-3.729416434206574e7 0.1439
-3.729258013030167e7 0.1451
-3.729102981385983e7 0.1462
-3.728951227618165e7 0.1473
-3.72880264418756e7 0.1485
-3.728657127583847e7 0.1496
-3.728514578233312e7 0.1507
-3.728374900402626e7 0.1519
-3.728238002099066e7 0.153
-3.728103794967702e7 0.1541
-3.7279721941859126e7 0.1553
-3.727843118355757e7 0.1564
-3.727716489394558e7 0.1575
-3.7275922324241824e7 0.1587
-3.727470275659402e7 0.1598
-3.7273505502957255e7 0.161
-3.727232990397092e7 0.1621
-3.7271175327837974e7 0.1632
-3.727004116920999e7 0.1645
-3.726892684808137e7 0.1656
-3.7267831808696076e7 0.1667
-3.7266755518469594e7 0.1679
-3.726569746692958e7 0.169
-3.726465716467752e7 0.1701
-3.726363414237401e7 0.1713
-3.726262787608603e7 0.1724
-3.726163800901092e7 0.1736
-3.726066412540712e7 0.1747
-3.7259705826492384e7 0.1758
-3.725876272897821e7 0.177
-3.725783446419148e7 0.1781
-3.725692067736269e7 0.1793
-3.725602102683835e7 0.1804
-3.725513518309082e7 0.1816
-3.7254262828215085e7 0.1827
-3.725340365527855e7 0.1839
-3.725255736770872e7 0.185
-3.725172367871728e7 0.1862
-3.725090231076009e7 0.1873
-3.725009299503196e7 0.1885
-3.724929547099547e7 0.1896
-3.724850948594188e7 0.1908
-3.724773479458397e7 0.1919
-3.724697115867844e7 0.1931
-3.724621834667665e7 0.1942
-3.724547613340248e7 0.1954
-3.724474429975512e7 0.1965
-3.72440226324355e7 0.1977
-3.724331092369468e7 0.1989
-3.724260897110254e7 0.2
-3.724191657733492e7 0.2012
-3.72412335499782e7 0.2023
-3.724055970134897e7 0.2035
-3.723989484832823e7 0.2046
-3.7239238812208064e7 0.2058
-3.723859141854972e7 0.2069
-3.723795249705204e7 0.2081
-3.723732188142879e7 0.2092
-3.7236699409294136e7 0.2104
-3.7236084922055066e7 0.2116
-3.7235478264810175e7 0.2128
-3.723487928625372e7 0.214
-3.723428783858473e7 0.2152
-3.723370377741982e7 0.2164
-3.723312696171012e7 0.2175
-3.7232557253660955e7 0.2187
-3.723199451865457e7 0.2198
-3.723143862517511e7 0.221
-3.723088944473583e7 0.2221
-3.723034685180813e7 0.2233
-3.722981072375243e7 0.2244
-3.722928094075047e7 0.2256
-3.7228757385739036e7 0.2268
-3.722823994434523e7 0.2279
-3.722772850482255e7 0.2291
-3.722722295798878e7 0.2302
-3.722672319716447e7 0.2314
-3.722622911811295e7 0.2326
-3.7225740618981175e7 0.2337
-3.72252576004609e7 0.2348
-3.7224779965298206e7 0.236
-3.722430761843632e7 0.2372
-3.7223840466976844e7 0.2383
-3.7223378420126416e7 0.2395
-3.722292138914416e7 0.2407
-3.7222469287290685e7 0.2419
-3.722202202977801e7 0.243
-3.722157953372067e7 0.2442
